,Id,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,LotConfig,Neighborhood,OverallQual,OverallCond,YearRemodAdd,MoSold,YrSold,SaleType,SaleCondition,SalePrice,HouseStyleint
692,2153,3,68.0,9571,1,3,3,4,7,5,6,1956,7,2008,8,4,,1.0
693,2154,3,50.0,9350,1,3,3,4,7,5,5,1975,4,2008,8,4,,1.5
694,2155,3,50.0,9360,1,3,3,0,7,6,8,2001,11,2008,8,4,,2.0
695,2156,3,69.25566076574722,9771,1,2,3,0,20,6,5,2002,6,2008,8,4,,2.0
696,2157,3,80.0,9938,1,3,3,4,20,7,5,1994,4,2008,8,4,,1.0
697,2158,3,69.25566076574722,14171,1,1,3,1,20,7,5,1994,12,2008,8,4,,2.0
698,2159,3,85.0,10541,1,0,3,0,20,7,5,1996,2,2008,8,4,,1.5
699,2160,3,65.0,10616,1,0,3,4,5,7,5,2007,3,2008,6,5,,2.0
700,2161,3,65.0,9345,1,0,3,4,5,8,5,2007,5,2008,8,4,,1.0
701,2162,3,91.0,11778,1,3,3,4,5,9,5,2008,6,2008,8,0,,1.0
702,2163,3,91.0,11778,1,3,3,4,5,9,5,2008,12,2008,6,5,,1.0
703,2164,3,69.25566076574722,11454,1,1,3,0,20,8,5,1995,2,2008,8,4,,1.5
704,2165,3,69.25566076574722,11500,1,0,0,1,4,6,6,1966,3,2008,8,4,,1.0
705,2166,3,65.0,9750,1,3,2,4,5,5,7,1994,8,2008,8,4,,1.0
706,2167,3,69.25566076574722,8696,1,0,3,4,5,7,5,1998,5,2008,8,4,,1.0
707,2168,3,69.25566076574722,13142,1,0,3,0,5,6,5,1997,7,2008,8,4,,2.0
708,2169,3,68.0,8998,1,0,3,4,5,7,5,2000,6,2008,8,4,,2.0
709,2170,3,75.0,12192,1,0,3,4,5,7,5,2001,5,2008,8,4,,2.0
710,2171,3,69.25566076574722,12250,1,0,3,4,5,5,6,1978,5,2008,8,4,,1.0
711,2172,3,69.25566076574722,9216,1,0,3,4,5,5,6,1975,9,2008,8,0,,1.0
712,2173,3,40.0,14330,1,0,3,1,5,5,6,2001,8,2008,8,4,,1.0
713,2174,3,69.25566076574722,10400,1,3,3,4,5,7,5,2001,6,2008,8,4,,2.0
714,2175,3,69.25566076574722,9720,1,0,3,1,5,9,5,2002,1,2008,8,4,,2.0
715,2176,3,69.25566076574722,14860,1,1,3,1,5,8,5,2003,6,2008,8,4,,1.0
716,2177,3,41.0,10905,1,1,3,1,5,7,5,2003,8,2008,8,4,,2.0
717,2178,3,96.0,11690,1,0,3,4,5,8,5,2000,6,2008,8,4,,2.0
718,2179,4,69.25566076574722,4426,1,3,3,4,5,6,5,2004,2,2008,8,4,,1.0
719,2180,4,83.0,10126,1,3,3,0,5,6,5,1998,7,2008,8,0,,1.5
720,2181,3,75.0,9750,1,3,3,4,5,7,5,2004,6,2008,8,4,,1.0
721,2182,3,85.0,11058,1,3,3,0,5,7,6,2007,2,2008,8,4,,1.0
722,2183,3,74.0,9627,1,3,3,4,5,7,5,2007,6,2008,8,4,,1.0
723,2184,3,75.0,9825,1,3,3,4,7,5,5,1966,4,2008,0,0,,1.0
724,2185,3,64.0,12102,1,3,3,4,7,5,5,1976,4,2008,8,3,,1.5
725,2186,3,65.0,6500,1,3,3,4,7,6,6,1976,5,2008,8,4,,1.0
726,2187,3,69.25566076574722,9638,1,0,3,1,7,6,6,1977,11,2008,8,4,,1.5
727,2188,3,72.0,7200,1,3,3,4,7,6,7,2001,2,2008,8,4,,2.0
728,2189,3,123.0,47007,1,0,3,4,7,5,7,1996,7,2008,8,4,,1.0
729,2190,3,65.0,6012,1,3,3,0,7,4,5,1955,6,2008,8,1,,1.0
730,2191,3,74.0,6845,1,3,3,4,7,4,5,1955,7,2008,8,4,,1.0
731,2192,3,56.0,6931,1,3,3,4,7,4,5,1955,5,2008,8,4,,1.0
732,2193,3,60.0,12180,1,3,3,4,7,5,7,2007,1,2008,8,3,,1.75
733,2194,3,57.0,8050,1,3,3,4,7,5,8,1993,4,2008,8,4,,1.75
734,2195,3,68.0,9520,1,3,0,4,7,4,5,1953,5,2008,8,4,,1.0
735,2196,3,62.0,7692,1,3,0,4,7,4,6,1954,11,2008,8,0,,1.5
736,2197,3,67.0,5142,1,3,3,4,7,4,7,2008,6,2008,8,4,,1.75
737,2198,3,60.0,7290,1,3,3,0,18,7,8,1950,4,2008,8,4,,1.0
738,2199,3,64.0,7804,1,3,3,4,18,6,7,1950,7,2008,8,0,,2.5
739,2200,3,66.0,8969,1,3,0,4,6,6,6,1950,7,2008,8,4,,2.0
740,2201,3,63.0,15564,1,3,3,4,6,6,6,1995,1,2008,8,4,,1.75
741,2202,3,54.0,7609,1,3,3,0,6,8,9,1997,6,2008,8,4,,2.0
742,2203,3,69.25566076574722,9650,1,0,1,0,6,6,3,1950,6,2008,8,4,,2.0
743,2204,3,69.25566076574722,11700,1,0,1,4,6,5,6,1995,7,2008,8,4,,1.75
744,2205,3,69.25566076574722,9260,1,0,1,4,6,5,4,1950,3,2008,8,4,,1.75
745,2206,3,79.0,7801,1,0,3,0,6,6,5,1951,5,2008,8,4,,1.0
746,2207,3,100.0,9670,1,0,1,4,6,8,6,1950,6,2008,8,2,,2.0
747,2208,3,70.0,12392,1,3,0,4,6,7,9,2000,4,2008,8,4,,1.75
748,2209,3,56.0,26073,1,0,3,1,6,5,5,1956,4,2008,8,4,,1.0
749,2210,4,24.0,1879,1,3,3,1,1,6,6,1980,12,2008,8,4,,2.0
750,2211,4,50.0,7000,1,3,3,4,9,6,8,1998,7,2008,8,4,,1.0
751,2212,4,60.0,6000,1,3,3,4,9,6,8,2006,7,2008,8,4,,1.75
752,2213,4,58.0,8155,1,3,3,4,9,5,7,1950,7,2008,8,4,,1.75
753,2214,4,75.0,6000,1,3,3,4,9,5,5,1967,7,2008,8,4,,1.5
754,2215,4,60.0,7392,1,3,3,4,9,5,7,1995,5,2008,8,4,,1.0
755,2216,4,75.0,9000,1,3,3,4,9,5,5,1958,1,2008,8,4,,1.75
757,2218,0,60.0,5280,1,3,3,0,9,4,7,1950,7,2008,8,4,,2.0
758,2219,0,52.0,5150,1,3,3,0,9,4,7,2000,5,2008,8,4,,1.75
759,2220,0,60.0,9000,0,3,0,4,9,4,6,1950,6,2008,8,4,,2.0
760,2221,4,44.0,3843,1,0,1,4,6,8,5,2008,8,2008,6,5,,1.0
761,2222,4,44.0,3811,1,0,1,4,6,7,5,2005,7,2008,8,4,,1.0
762,2223,3,69.25566076574722,23730,1,1,3,4,11,7,5,1997,9,2008,8,4,,1.0
763,2224,3,69.25566076574722,11050,1,3,3,4,11,7,5,1997,9,2008,8,4,,2.0
764,2225,3,76.0,10260,1,3,3,4,11,5,4,1976,11,2008,8,0,,2.0
765,2226,3,74.0,9990,1,3,3,4,11,4,5,1991,7,2008,8,4,,1.0
766,2227,3,42.0,4084,1,0,3,4,23,7,6,1986,7,2008,8,4,,1.0
767,2228,3,74.0,11563,1,0,1,4,23,8,5,2007,4,2008,8,4,,1.0
768,2229,3,107.0,12852,1,0,1,0,23,8,5,2007,1,2008,6,5,,2.0
769,2230,3,73.0,9802,1,3,3,4,23,5,5,2007,4,2008,8,4,,1.5
770,2231,3,81.0,12018,1,0,1,0,23,7,5,2008,10,2008,6,5,,2.0
771,2232,3,75.0,12890,1,0,3,4,23,6,5,1989,7,2008,8,4,,1.0
772,2233,3,93.0,18265,1,3,3,0,23,6,5,1986,3,2008,8,4,,1.0
773,2234,3,82.0,11202,1,0,3,4,23,8,5,2003,6,2008,8,4,,1.0
774,2235,3,69.25566076574722,7915,1,0,3,4,23,6,5,2000,12,2008,8,4,,1.0
775,2236,3,79.0,11449,1,0,1,4,23,8,5,2007,1,2008,8,4,,1.0
776,2237,3,85.0,11447,1,0,3,4,23,8,5,2006,6,2008,8,4,,1.0
777,2238,4,97.0,8940,1,0,3,0,11,7,5,1998,11,2008,8,2,,1.5
778,2239,3,77.0,9278,1,3,3,2,11,5,5,2008,2,2008,8,0,,1.0
779,2240,4,32.0,4500,1,3,3,2,11,6,5,1997,4,2008,8,4,,1.0
780,2241,3,150.0,14137,1,3,3,0,11,4,5,1964,11,2008,3,4,,1.5
781,2242,4,69.25566076574722,4224,1,3,3,4,10,5,6,1975,6,2008,8,4,,1.0
782,2243,4,41.0,2665,1,3,3,4,10,5,7,1976,5,2008,8,4,,2.0
783,2244,4,21.0,1974,1,3,3,4,10,4,7,2006,6,2008,8,4,,1.5
784,2245,4,21.0,1596,1,3,3,4,10,4,6,1973,7,2008,8,4,,1.5
785,2246,3,69.25566076574722,17979,1,0,3,0,11,5,6,1968,2,2008,8,4,,1.0
786,2247,4,21.0,1477,1,3,3,4,10,6,9,2007,3,2008,8,4,,2.0
787,2248,3,59.0,6490,1,3,3,4,11,5,7,1983,4,2008,8,4,,1.0
788,2249,3,60.0,6600,1,3,3,4,11,5,6,2005,7,2008,8,4,,1.0
789,2250,3,74.0,12395,1,3,3,0,11,5,6,1984,4,2008,8,4,,1.0
791,2252,3,85.0,10667,1,3,3,4,12,6,6,1971,3,2007,8,4,,1.0
792,2253,3,56.0,8872,1,0,1,4,8,6,5,1997,3,2007,8,4,,1.5
793,2254,3,69.25566076574722,10147,1,0,3,1,8,6,5,1994,3,2007,8,4,,1.5
794,2255,3,69.25566076574722,8637,1,0,3,4,8,6,5,2000,4,2007,8,0,,2.0
795,2256,3,63.0,7875,1,3,3,4,8,7,5,1996,8,2007,8,4,,2.0
796,2257,3,60.0,7500,1,3,3,4,8,6,5,2003,8,2007,8,4,,2.0
797,2258,3,69.25566076574722,9556,1,0,3,0,8,7,5,1993,8,2007,8,4,,1.0
798,2259,3,69.25566076574722,7655,1,0,3,1,8,6,5,1994,7,2007,8,4,,2.0
799,2260,3,160.0,18160,0,3,3,4,8,6,6,1964,3,2007,8,2,,1.0
800,2261,3,38.0,4740,1,0,3,4,22,8,5,1988,10,2007,8,4,,1.0
801,2262,3,35.0,5118,1,0,1,4,22,8,5,1990,8,2007,8,4,,1.0
802,2263,3,98.0,12328,1,0,3,4,22,8,5,2005,7,2007,8,4,,2.0
803,2264,3,52.0,51974,1,0,3,1,22,9,5,2007,6,2007,6,5,,1.0
804,2265,3,195.0,41600,1,0,3,2,8,5,5,1990,11,2007,8,4,,1.0
805,2266,3,61.0,8035,1,0,1,4,22,9,5,2006,3,2007,8,4,,1.0
806,2267,3,85.0,14082,1,0,1,4,22,8,5,2006,1,2007,8,4,,1.0
807,2268,3,81.0,13870,1,0,1,4,22,10,5,2007,10,2007,6,5,,1.0
808,2269,3,69.25566076574722,10960,1,0,3,4,14,6,5,1984,4,2007,0,0,,1.0
809,2270,3,78.0,12090,1,3,3,4,14,7,7,2003,3,2007,8,4,,2.0
810,2271,3,93.0,12299,1,3,3,4,14,7,6,1985,9,2007,8,4,,1.0
811,2272,3,61.0,11339,1,0,3,4,14,7,5,1979,3,2007,8,4,,2.0
812,2273,3,79.0,11850,1,3,3,2,14,6,6,1984,8,2007,8,4,,1.0
813,2274,3,80.0,10400,1,3,3,4,14,6,5,1999,8,2007,8,4,,1.0
814,2275,3,128.0,13001,1,0,3,4,14,6,5,1971,9,2007,8,4,,1.0
815,2276,3,64.0,8991,1,0,3,1,14,7,6,1976,2,2007,8,4,,1.5
816,2277,3,80.0,8000,1,3,3,4,14,6,6,1974,11,2007,8,4,,2.0
817,2278,3,63.0,9457,1,3,3,4,12,5,6,1990,9,2007,8,4,,1.0
818,2279,3,66.0,7920,1,3,3,4,12,5,5,2002,10,2007,8,4,,1.0
819,2280,3,69.25566076574722,17199,1,3,3,2,12,4,7,1961,7,2007,8,4,,1.0
820,2281,2,33.0,4113,1,0,3,4,12,6,5,2001,7,2007,8,4,,1.0
821,2282,2,26.0,10943,1,1,3,2,12,6,5,1998,10,2007,8,4,,1.0
822,2283,4,21.0,2205,1,3,3,4,2,6,6,1973,2,2007,8,4,,2.0
823,2284,4,21.0,2058,1,3,3,4,2,6,5,1973,12,2007,8,4,,2.0
824,2285,3,24.0,2304,1,3,3,4,13,7,7,1978,4,2007,8,4,,1.0
825,2286,3,65.0,7150,1,3,3,4,12,5,6,1966,11,2007,8,4,,1.0
826,2287,3,96.0,12469,1,3,3,2,16,9,5,2007,8,2007,6,5,,1.0
827,2288,3,91.0,11825,1,3,3,4,16,8,5,2007,6,2007,6,5,,1.0
828,2289,3,110.0,14333,1,3,3,0,16,8,5,2007,11,2007,6,5,,1.0
829,2290,3,107.0,13641,1,3,3,4,16,9,5,2007,12,2007,6,5,,2.0
830,2291,3,110.0,13440,1,3,3,4,16,8,5,2007,3,2007,6,5,,2.0
831,2292,3,105.0,15431,1,3,3,4,16,10,5,2006,8,2007,8,4,,1.0
832,2293,3,107.0,13891,1,3,3,4,16,9,5,2007,10,2007,6,5,,1.0
833,2294,3,118.0,13654,1,0,3,1,16,9,5,2006,5,2007,8,4,,2.0
834,2295,3,59.0,17169,1,1,3,1,16,10,5,2007,8,2007,6,5,,1.0
835,2296,3,134.0,16659,1,0,3,0,16,8,5,2008,6,2007,6,5,,2.0
836,2297,3,82.0,9709,1,0,3,4,16,8,5,2007,9,2007,6,5,,2.0
837,2298,3,94.0,13615,1,0,1,0,16,9,5,2006,6,2007,8,4,,1.0
838,2299,3,99.0,13069,1,0,3,4,16,8,5,2004,8,2007,8,4,,2.0
839,2300,3,110.0,14277,1,3,3,4,16,8,5,2003,1,2007,8,4,,2.0
840,2301,3,69.25566076574722,12568,1,3,3,4,16,8,5,2007,8,2007,6,5,,2.0
841,2302,3,70.0,9926,1,0,3,4,16,7,5,2006,5,2007,8,4,,1.0
842,2303,3,71.0,9254,1,0,3,4,16,8,5,2005,1,2007,8,4,,1.0
843,2304,3,92.0,10732,1,0,3,0,16,8,5,2007,2,2007,6,5,,2.0
844,2305,3,34.0,3901,1,3,3,4,16,6,5,2006,8,2007,6,5,,1.0
845,2306,3,34.0,3903,1,3,3,4,16,6,5,2006,5,2007,8,4,,1.0
846,2307,3,41.0,6289,1,0,3,4,16,6,5,2006,6,2007,8,4,,1.0
847,2308,3,34.0,4590,1,3,3,4,16,8,5,2006,5,2007,1,4,,1.0
848,2309,3,48.0,7841,1,0,3,4,16,9,5,2005,5,2007,8,4,,1.0
849,2310,3,48.0,6240,1,3,3,4,16,8,5,2006,9,2007,6,5,,1.0
850,2311,3,48.0,3242,1,3,3,4,16,7,5,2003,3,2007,8,4,,1.0
851,2312,3,59.0,15810,1,0,3,4,8,6,5,2007,5,2007,6,5,,2.0
852,2313,3,65.0,10237,1,3,3,4,8,6,5,2006,6,2007,8,4,,2.0
853,2314,3,58.0,13204,1,0,3,4,8,7,5,2007,5,2007,6,5,,2.0
854,2315,3,62.0,8857,1,0,3,4,8,6,5,2006,3,2007,6,5,,2.0
855,2316,3,63.0,9729,1,0,3,4,8,6,5,2007,6,2007,6,5,,2.0
856,2317,3,88.0,12216,1,0,3,0,8,6,5,2005,6,2007,8,4,,1.0
857,2318,3,72.0,8229,1,0,3,4,8,6,5,2007,12,2007,6,5,,2.0
858,2319,3,64.0,7713,1,3,3,4,8,7,5,2007,7,2007,6,5,,2.0
859,2320,3,64.0,7697,1,3,3,4,8,7,6,2007,8,2007,6,5,,1.0
860,2321,3,69.25566076574722,3621,1,3,3,4,0,8,5,2003,11,2007,8,4,,1.0
861,2322,3,53.0,3710,1,3,3,4,0,7,5,2007,8,2007,6,5,,1.0
862,2323,3,65.0,16219,1,1,3,4,8,7,5,2005,4,2007,8,4,,1.5
863,2324,3,87.0,11084,1,0,3,0,8,7,5,2004,6,2007,8,3,,1.5
864,2325,3,59.0,10936,1,0,3,4,8,7,5,2006,4,2007,6,5,,1.0
865,2326,3,69.25566076574722,11950,1,0,3,0,8,7,5,2003,10,2007,8,4,,1.5
866,2327,3,63.0,7875,1,3,3,4,8,7,5,2003,7,2007,8,4,,2.0
867,2328,3,69.25566076574722,8740,1,0,3,4,8,7,5,2002,7,2007,8,4,,2.0
868,2329,3,58.0,9487,1,0,3,4,8,6,5,2000,6,2007,8,4,,2.0
869,2330,3,59.0,9649,1,0,3,4,8,6,5,2000,5,2007,8,4,,2.0
870,2331,3,100.0,12191,1,0,3,4,15,8,5,1998,6,2007,8,4,,2.0
871,2332,3,89.0,10557,1,0,3,4,15,9,5,1998,7,2007,8,4,,2.0
872,2333,3,74.0,11002,1,0,3,4,15,8,5,1999,1,2007,8,4,,2.0
873,2334,3,83.0,10790,1,3,3,4,15,7,5,1998,5,2007,8,4,,2.0
874,2335,3,88.0,11762,1,3,3,4,15,8,5,1993,9,2007,8,4,,2.0
875,2336,3,82.0,9044,1,0,3,4,15,8,5,1997,5,2007,8,4,,2.0
876,2337,3,75.0,9910,1,3,3,4,21,7,6,2007,9,2007,6,5,,1.0
877,2338,3,91.0,11830,1,3,3,4,21,8,5,2007,7,2007,6,5,,1.0
878,2339,3,76.0,10612,1,3,3,4,21,8,5,2006,1,2007,8,3,,1.0
879,2340,3,98.0,12291,1,0,3,4,21,10,5,2007,10,2007,6,5,,1.0
880,2341,3,85.0,9965,1,3,3,2,21,7,5,2007,9,2007,6,5,,1.0
881,2342,3,74.0,8847,1,3,3,4,21,8,5,2005,12,2007,8,4,,1.0
882,2343,3,70.0,8251,1,3,3,4,21,7,5,2006,4,2007,8,4,,1.0
883,2344,3,70.0,9605,1,3,3,4,21,7,5,2006,7,2007,8,3,,2.0
884,2345,3,75.0,8778,1,3,3,4,21,8,5,2006,3,2007,8,4,,2.0
885,2346,1,72.0,8640,1,3,3,4,21,8,5,2007,11,2007,6,5,,1.0
886,2347,1,75.0,9000,1,3,3,4,21,7,5,2007,6,2007,6,5,,1.0
887,2348,1,72.0,8640,1,3,3,4,21,8,5,2007,11,2007,6,5,,2.0
888,2349,1,81.0,10411,1,3,3,0,21,5,5,2007,7,2007,6,5,,2.0
889,2350,1,112.0,12217,1,0,3,4,21,8,5,2007,12,2007,6,5,,2.0
890,2351,1,84.0,10440,1,3,3,0,21,8,5,2007,5,2007,6,5,,1.0
891,2352,1,100.0,11824,1,0,3,0,21,8,5,2006,4,2007,8,4,,1.0
892,2353,1,85.0,10625,1,3,3,4,21,6,5,2004,6,2007,8,4,,2.0
893,2354,3,63.0,7500,1,3,3,4,20,6,5,2007,6,2007,6,5,,1.0
894,2355,3,63.0,7500,1,3,3,4,20,7,5,2006,10,2007,8,4,,1.0
895,2356,3,60.0,12450,1,3,3,4,20,5,5,2004,5,2007,8,4,,1.0
896,2357,3,65.0,7441,1,0,3,4,20,7,5,2006,6,2007,8,4,,1.0
897,2358,3,69.25566076574722,11613,1,1,3,0,20,6,5,1997,5,2007,8,4,,2.0
898,2359,3,50.0,8012,1,3,3,4,20,6,5,1980,7,2007,8,4,,2.0
899,2360,3,64.0,6285,1,3,3,4,19,5,5,1977,3,2007,8,4,,1.0
900,2361,3,84.0,7476,1,3,3,0,19,5,7,1968,6,2007,8,4,,1.0
901,2362,3,69.25566076574722,19522,1,0,0,4,24,7,5,1990,2,2007,8,4,,2.0
902,2363,3,44.0,10751,1,0,3,1,19,5,5,1974,8,2007,8,4,,1.0
903,2364,3,43.0,12712,1,0,3,1,19,6,7,2006,1,2007,8,0,,1.0
904,2365,1,45.0,4379,1,0,3,2,21,8,5,2004,7,2007,8,4,,1.0
905,2366,1,80.0,3523,1,0,3,4,21,8,5,2007,2,2007,6,5,,1.0
906,2367,1,32.0,3784,1,0,3,4,21,8,5,2007,2,2007,6,5,,1.0
907,2368,1,40.0,3606,1,3,3,4,21,7,5,2007,8,2007,6,5,,1.0
908,2369,1,30.0,5330,1,1,3,4,21,8,5,2007,7,2007,6,5,,1.0
909,2370,1,24.0,2280,1,3,3,4,21,6,5,1999,9,2007,8,4,,2.0
910,2371,1,24.0,2117,1,3,3,4,21,6,5,2000,9,2007,8,4,,2.0
911,2372,1,73.0,7321,1,0,3,4,21,7,5,2000,12,2007,0,4,,1.0
912,2373,1,69.25566076574722,8010,1,0,3,4,21,8,5,2004,8,2007,8,4,,2.0
913,2374,1,106.0,8413,1,0,3,4,21,8,5,1998,6,2007,8,4,,2.0
914,2375,3,50.0,9466,1,1,3,2,24,8,5,1995,5,2007,8,4,,1.0
915,2376,3,80.0,12000,1,3,3,4,24,7,6,1980,3,2007,8,4,,1.0
916,2377,3,94.0,17778,1,0,3,4,24,8,5,1981,3,2007,8,4,,1.0
917,2378,3,78.0,11700,1,3,3,4,14,6,6,1968,9,2007,1,4,,1.0
918,2379,3,80.0,8000,1,3,3,4,14,6,6,1970,6,2007,8,4,,2.0
919,2380,3,69.25566076574722,8723,1,0,3,4,14,6,6,1969,1,2007,8,4,,1.5
920,2381,3,130.0,11700,1,3,3,0,14,6,5,1968,4,2007,8,4,,1.0
921,2382,3,108.0,11358,1,0,3,0,14,7,7,1987,5,2007,8,4,,1.0
922,2383,3,80.0,9547,1,3,3,4,14,7,6,1993,7,2007,8,4,,1.0
923,2384,3,78.0,10530,1,3,3,4,14,7,6,1993,8,2007,8,4,,2.0
924,2385,3,88.0,10738,1,0,3,0,14,6,7,1966,11,2007,8,4,,1.0
925,2386,3,80.0,10800,1,3,3,4,14,6,5,1963,2,2007,0,4,,1.0
926,2387,3,70.0,8050,1,3,3,4,12,5,6,1993,3,2007,8,4,,1.0
927,2388,3,69.25566076574722,10899,1,0,3,4,12,4,5,1964,4,2007,8,4,,1.0
928,2389,3,74.0,7450,1,0,3,4,12,5,5,1956,1,2007,8,4,,1.0
929,2390,3,69.25566076574722,14357,1,0,3,1,12,5,5,1961,8,2007,1,4,,1.0
930,2391,3,76.0,8243,1,0,3,1,12,5,7,1961,2,2007,8,4,,1.0
931,2392,3,70.0,8680,1,3,3,4,12,5,7,1960,1,2007,8,4,,1.0
932,2393,3,80.0,8800,1,3,3,4,12,7,6,1966,10,2007,1,4,,1.0
933,2394,3,80.0,9200,1,3,3,4,12,6,5,1965,5,2007,8,4,,1.5
934,2395,3,80.0,8800,1,3,3,4,12,6,7,1997,7,2007,8,4,,2.0
935,2396,3,69.25566076574722,11382,1,0,3,4,12,6,5,1964,8,2007,8,4,,1.0
936,2397,3,69.25566076574722,22002,1,3,3,0,12,6,7,1991,7,2007,8,4,,1.0
937,2398,3,85.0,12172,1,3,3,4,12,5,7,1996,10,2007,8,4,,1.5
938,2399,3,50.0,5000,1,3,3,4,3,3,3,1950,4,2007,8,4,,1.0
939,2400,3,51.0,3500,1,3,3,4,3,3,5,1950,7,2007,8,4,,1.75
940,2401,3,50.0,5175,1,3,3,4,3,5,8,2000,7,2007,0,4,,1.0
941,2402,3,80.0,9600,1,3,3,4,12,5,6,1955,10,2007,8,4,,1.0
942,2403,3,63.0,8668,1,3,3,0,12,5,5,1968,5,2007,8,4,,1.0
943,2404,3,69.25566076574722,10050,1,0,3,4,12,5,6,1966,6,2007,8,4,,1.5
944,2405,3,100.0,9600,1,0,3,4,12,6,5,1961,5,2007,8,4,,1.5
945,2406,3,73.0,8760,1,3,3,4,12,6,7,1999,9,2007,8,4,,1.0
946,2407,3,65.0,6860,1,0,3,4,12,5,6,1956,12,2007,8,4,,1.0
947,2408,3,60.0,8250,1,3,3,0,12,5,7,1963,7,2007,8,4,,1.0
948,2409,3,70.0,9100,1,3,3,4,12,5,5,1960,6,2007,8,4,,1.0
949,2410,3,80.0,9736,1,3,3,4,12,6,6,1969,4,2007,8,4,,1.0
950,2411,3,72.0,9770,1,3,3,4,12,5,5,1957,4,2007,8,4,,1.0
951,2412,3,70.0,12198,1,0,3,4,12,5,6,1975,6,2007,0,4,,1.0
952,2413,3,75.0,10050,1,3,3,4,12,5,5,1955,8,2007,8,4,,1.0
953,2414,3,60.0,11556,1,3,3,4,12,5,9,2006,7,2007,8,4,,1.0
954,2415,3,70.0,8078,1,3,3,4,12,5,5,1958,12,2007,8,4,,1.0
955,2416,3,60.0,10950,1,3,3,4,12,6,6,1952,4,2007,8,4,,1.0
956,2417,3,68.0,7942,1,3,3,4,12,6,7,1953,6,2007,8,4,,1.0
957,2418,3,71.0,8540,1,3,3,0,12,5,8,2003,6,2007,8,4,,1.0
958,2419,3,55.0,7150,1,3,3,4,12,4,4,1955,8,2007,8,4,,1.75
959,2420,3,70.0,8400,1,3,3,0,12,5,5,1955,3,2007,8,4,,1.0
960,2421,3,75.0,9532,1,3,3,4,12,4,6,1953,2,2007,8,4,,1.0
961,2422,3,69.25566076574722,15783,1,3,3,4,17,5,5,1952,6,2007,8,4,,1.0
962,2423,3,60.0,14190,1,3,3,4,17,4,7,2006,4,2007,8,4,,1.75
963,2424,3,69.25566076574722,12099,1,0,3,4,12,5,6,2004,6,2007,8,4,,1.75
964,2425,3,113.0,21281,1,3,3,4,12,5,4,2007,11,2007,8,3,,2.0
965,2426,3,60.0,10284,1,3,3,0,17,4,7,1993,8,2007,8,0,,1.75
966,2427,3,60.0,10800,1,3,3,4,17,5,9,1999,7,2007,8,4,,2.0
967,2428,3,93.0,10090,1,0,3,4,12,7,5,1999,10,2007,8,4,,1.5
968,2429,3,75.0,8700,1,0,3,4,12,5,7,1961,2,2007,0,0,,1.0
969,2430,3,66.0,8300,1,0,3,4,12,6,6,1968,8,2007,8,4,,1.0
970,2431,3,60.0,7200,1,3,3,4,12,5,3,1950,11,2007,8,4,,1.0
971,2432,3,69.25566076574722,7500,1,3,3,4,12,5,7,2003,7,2007,8,4,,1.0
972,2433,3,70.0,7315,1,3,3,4,12,5,6,1958,3,2007,8,4,,1.0
973,2434,3,70.0,7903,1,3,3,4,12,5,5,1960,5,2007,8,3,,1.0
974,2435,3,80.0,8000,1,3,3,4,12,5,5,1960,11,2007,8,4,,1.0
975,2436,3,70.0,7000,1,3,3,0,12,5,6,1961,7,2007,8,4,,1.0
976,2437,3,60.0,6600,1,3,3,4,12,5,5,1962,12,2007,8,4,,1.0
977,2438,3,66.0,6760,1,3,3,4,12,5,5,1962,10,2007,8,4,,1.5
978,2439,4,60.0,6978,1,3,0,4,17,5,7,1980,4,2007,8,4,,1.0
979,2440,4,50.0,6000,1,3,3,4,17,6,6,1950,7,2007,8,4,,1.75
980,2441,4,56.0,4480,1,3,3,0,17,5,5,1950,2,2007,8,4,,1.0
981,2442,4,56.0,3153,1,3,3,4,17,5,6,1990,7,2007,8,4,,1.0
982,2443,4,60.0,7200,1,3,3,4,17,5,8,1950,5,2007,8,4,,1.0
983,2444,4,120.0,9000,1,3,3,0,17,5,8,2006,6,2007,8,4,,1.75
984,2445,4,50.0,5925,1,3,3,4,17,4,6,1950,5,2007,5,4,,1.75
985,2446,4,57.0,9639,1,3,3,4,17,4,8,1950,5,2007,8,4,,2.0
986,2447,4,69.25566076574722,10337,1,0,3,4,17,8,9,1999,5,2007,8,4,,2.0
987,2448,4,53.0,9863,1,3,3,4,17,6,6,1950,3,2007,8,0,,2.0
988,2449,4,35.0,4571,1,3,3,4,17,5,7,1950,6,2007,8,4,,2.0
989,2450,4,56.0,8398,1,3,3,4,17,6,8,1990,11,2007,8,4,,1.75
990,2451,4,60.0,3600,1,3,3,4,17,5,7,2005,7,2007,8,5,,2.0
991,2452,4,75.0,13500,1,3,3,0,17,7,8,1987,2,2007,8,4,,2.5
992,2453,4,52.0,8626,1,3,3,4,17,4,6,1956,5,2007,8,4,,1.0
993,2454,4,76.0,11800,1,3,3,4,17,4,7,2002,5,2007,8,4,,1.5
994,2455,3,55.0,6854,1,3,0,4,3,5,7,1994,8,2007,8,4,,1.0
995,2456,4,55.0,8674,1,3,1,4,3,5,6,1950,3,2007,8,4,,1.75
996,2457,4,50.0,6125,1,3,3,4,3,5,7,1998,3,2007,1,4,,1.75
997,2458,4,50.0,6000,1,3,3,4,3,6,6,1950,2,2007,8,4,,2.0
